match_id,radiant_win
6,0.5229762357163373
7,0.5613901807041299
10,0.15732339427756648
13,0.6696888291073885
16,0.08816744190908198
18,0.3181555636558585
19,0.4938876641391013
24,0.8850607662692398
33,0.5575607590065651
37,0.3729331223553237
41,0.5425919697720296
42,0.5449205479314949
55,0.7865186518202207
60,0.5044972191947678
62,0.46075264926915604
63,0.22125085730662397
64,0.7402731615771132
71,0.7211348893709227
72,0.6374573203775934
83,0.3799981673390403
85,0.3522779071139007
89,0.5547803774473837
92,0.8046236861465489
100,0.3866690550555309
102,0.7233254006514901
108,0.30490584947940624
111,0.7481620323463307
126,0.426531859484304
130,0.685083030158242
140,0.7641097641118553
141,0.8442636564943142
152,0.6147943797679017
153,0.6667328470931536
159,0.5718263844974024
160,0.7811545639387272
163,0.544900670671382
178,0.1088569358224125
179,0.9581465921377808
181,0.7175507055620175
196,0.16525324893685742
206,0.6060817964995853
209,0.9484070998172783
216,0.43818159396948236
228,0.5770484274253884
230,0.48162182220709593
242,0.6184987990166663
245,0.7408350774095495
261,0.21614985491621164
274,0.30365434843459216
282,0.33814620212692986
289,0.4514911566635492
296,0.8150442660157987
297,0.4441843348760525
302,0.790813790651091
304,0.7937152501619578
313,0.7730948066304434
316,0.3640129715519485
317,0.30052342715918695
344,0.7298586213830847
348,0.724494031993267
352,0.12032697870362348
354,0.8383747986520308
361,0.37155297727109554
362,0.19276287479633994
363,0.8889870857670794
365,0.5712928801101416
375,0.10445430531618709
380,0.1934583056597056
384,0.623534887500354
394,0.10764989968866105
399,0.42813182730915955
404,0.9774102316704821
406,0.06878788802415288
430,0.8914640416803226
432,0.4416401141008997
443,0.49881284307670026
463,0.49903778711294183
467,0.9274063174729948
474,0.9431680084362751
488,0.15982958907641323
502,0.6746320578709101
503,0.5654059109825355
507,0.9062241017842958
508,0.9412963448757354
509,0.43798809562021285
516,0.1238882099983148
528,0.5528045563526204
542,0.8971096634836448
547,0.8526312156725189
552,0.4421202778019165
555,0.7032358792764056
561,0.2118476769482121
569,0.6692670669621998
575,0.30430628695091516
576,0.4504726175229776
582,0.2784295061564747
585,0.8185871950116687
586,0.731876111063601
590,0.1906858856780988
592,0.8491188898611449
598,0.8178032623263387
599,0.28030851285791686
600,0.22347024112737013
601,0.3699656174049417
603,0.8361071908836332
617,0.06784484875345928
